0
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
31
32
33
34
35
36
37
38
39
40
41
42
43
44
45
46
47
48
49
50
51
52,0,"[3, 86, 145, 450]",-76
53,0,"[3, 84, 151, 457]",-75,"[0, -2]"
54,0,"[3, 82, 157, 457]",-75,"[0, -2]"
55,0,"[12, 100, 176, 467]",-70,"[9, 18]"
56,0,"[21, 70, 191, 473]",-66,"[9, -30]"
57,0,"[25, 79, 204, 465]",-64,"[4, 9]"
58,0,"[30, 95, 220, 472]",-60,"[5, 16]"
59,0,"[36, 92, 224, 475]",-59,"[6, -3]"
60,0,"[55, 93, 227, 473]",-55,"[19, 1]"
61
62,0,"[78, 95, 231, 477]",-51
63,0,"[84, 95, 237, 475]",-49,"[6, 0]"
64,0,"[100, 102, 250, 465]",-45,"[16, 7]"
65,0,"[110, 96, 253, 467]",-43,"[10, -6]"
66,0,"[114, 96, 258, 468]",-41,"[4, 0]"
67
68,0,"[138, 112, 252, 461]",-39
69,0,"[145, 100, 287, 465]",-32,"[7, -12]"
70,0,"[149, 96, 292, 473]",-31,"[4, -4]"
71,0,"[149, 96, 299, 477]",-30,"[0, 0]"
72,0,"[149, 93, 306, 480]",-28,"[0, -3]"
73,0,"[164, 105, 330, 472]",-22,"[15, 12]"
74,0,"[173, 103, 331, 473]",-21,"[9, -2]"
75,0,"[176, 96, 341, 478]",-19,"[3, -7]"
76,0,"[167, 89, 352, 480]",-18,"[-9, -7]"
77,0,"[169, 91, 348, 480]",-19,"[2, 2]"
78,0,"[166, 89, 354, 480]",-18,"[-3, -2]"
79,0,"[201, 98, 371, 480]",-10,"[35, 9]"
80,0,"[200, 89, 376, 480]",-10,"[-1, -9]"
81,0,"[215, 88, 373, 480]",-8,"[15, -1]"
82,0,"[237, 88, 392, 480]",-1,"[22, 0]"
83,0,"[263, 104, 379, 470]",0,"[26, 16]"
84,0,"[269, 76, 390, 480]",2,"[6, -28]"
85,0,"[264, 95, 426, 476]",7,"[-5, 19]"
86,0,"[280, 97, 425, 477]",10,"[16, 2]"
87,0,"[283, 105, 426, 474]",10,"[3, 8]"
88,0,"[285, 96, 438, 480]",12,"[2, -9]"
89,0,"[305, 103, 452, 471]",18,"[20, 7]"
90,0,"[311, 103, 453, 473]",19,"[6, 0]"
91,0,"[313, 101, 459, 474]",20,"[2, -2]"
92,0,"[314, 108, 466, 463]",21,"[1, 7]"
93,0,"[319, 106, 473, 467]",23,"[5, -2]"
94,0,"[318, 97, 477, 474]",24,"[-1, -9]"
95,0,"[339, 106, 488, 468]",29,"[21, 9]"
96,0,"[341, 104, 493, 472]",30,"[2, -2]"
97,0,"[340, 101, 495, 463]",30,"[-1, -3]"
98,0,"[344, 100, 501, 463]",32,"[4, -1]"
99,0,"[367, 91, 495, 473]",34,"[23, -9]"
100,0,"[371, 97, 496, 470]",35,"[4, 6]"
101,0,"[384, 107, 505, 430]",38,"[13, 10]"
102,0,"[386, 101, 503, 439]",38,"[2, -6]"
103,0,"[392, 99, 502, 441]",39,"[6, -2]"
104,0,"[399, 101, 508, 467]",41,"[7, 2]"
105,0,"[405, 106, 514, 464]",43,"[6, 5]"
106,0,"[411, 105, 516, 465]",44,"[6, -1]"
107,0,"[416, 109, 517, 462]",45,"[5, 4]"
108,0,"[416, 103, 521, 468]",46,"[0, -6]"
109,0,"[425, 103, 532, 472]",49,"[9, 0]"
110,0,"[430, 106, 538, 468]",51,"[5, 3]"
111,0,"[433, 113, 544, 464]",52,"[3, 7]"
112,0,"[440, 111, 552, 460]",55,"[7, -2]"
113,0,"[440, 106, 562, 463]",56,"[0, -5]"
114,0,"[454, 103, 575, 473]",60,"[14, -3]"
115,0,"[457, 102, 583, 464]",62,"[3, -1]"
116,0,"[466, 100, 589, 472]",64,"[9, -2]"
117,0,"[472, 95, 595, 439]",66,"[6, -5]"
118,0,"[478, 105, 618, 471]",71,"[6, 10]"
119,0,"[484, 109, 610, 377]",70,"[6, 4]"
120,0,"[482, 103, 622, 479]",72,"[-2, -6]"
121,0,"[489, 113, 614, 370]",72,"[7, 10]"
122,0,"[492, 111, 617, 375]",73,"[3, -2]"
123,0,"[498, 102, 617, 478]",74,"[6, -9]"
124,0,"[507, 111, 620, 380]",76,"[9, 9]"
125,0,"[509, 124, 623, 450]",76,"[2, 13]"
126,0,"[511, 120, 625, 460]",77,"[2, -4]"
127,0,"[524, 113, 626, 416]",79,"[13, -7]"
128,0,"[525, 111, 628, 418]",80,"[1, -2]"
129,0,"[530, 113, 633, 413]",81,"[5, 2]"
130,0,"[532, 116, 637, 413]",82,"[2, 3]"
131,0,"[537, 119, 639, 410]",83,"[5, 3]"
132,0,"[541, 121, 640, 411]",84,"[4, 2]"
133,0,"[542, 120, 640, 414]",84,"[1, -1]"
134,0,"[544, 119, 640, 410]",85,"[2, -1]"
135,0,"[555, 111, 640, 415]",86,"[11, -8]"
136,0,"[559, 110, 640, 413]",87,"[4, -1]"
137,0,"[563, 104, 639, 419]",87,"[4, -6]"
138,0,"[565, 102, 638, 426]",87,"[2, -2]"
139,0,"[566, 104, 637, 422]",87,"[1, 2]"
140
141
142
143
144
145
146
147
148
149
150
151
152
153
154
155
156
157
158
159
160
161
162
163
164
165
166
167
168
169
170
171
172
173
174
175
176
177
178
179
180
181
182
183
184
185,1,"[0, 195, 94, 479]",-85
186,1,"[0, 112, 119, 467]",-81,"[0, -83]"
187,1,"[0, 0, 156, 449]",-75,"[0, -112]"
188,1,"[5, 2, 148, 470]",-76,"[5, 2]"
189,1,"[6, 0, 161, 470]",-73,"[1, -2]"
190,1,"[13, 32, 199, 480]",-66,"[7, 32]"
